title,url,s,sp,date,timestamp
Will Low-Cost Genome Sequencing Open &#39;Pandora&#39;s Box&#39;?,http://www.npr.org/sections/health-shots/2012/10/02/161110956/will-low-cost-genome-sequencing-open-pandoras-box,NPR (blog),"&quot;The early adopters that are getting this done now are those who have this incredible curiosity about their genetic makeup, about their potential genetic destiny,&quot; said Jay Flatley, who heads Illumina Inc., of San Diego. Illumina even recently started ...","Oct 2, 2012",1349163157
Watch out Pandora: Microsoft rolls out Xbox Music tomorrow,http://www.nj.com/business/index.ssf/2012/10/watch_out_pandora_microsoft_ro.html,The Star-Ledger - NJ.com,"Microsoft&#39;s Internet music service will roll out starting tomorrow on Xbox and next week on computers with Windows 8, as the company looks to compete against Pandora Media and Spotify. Xbox Music will offer free, unlimited advertising-supported ...","Oct 15, 2012",1350322225
"Xbox Music vs. Spotify, iTunes, Etc.: Does Microsoft Have The Firepower And ...",http://www.huffingtonpost.com/2012/10/15/xbox-music-spotify-itunes-microsoft_n_1967452.html,Huffington Post,"Microsoft on Monday morning officially unveiled a promising new music service for PCs, tablets, laptops and the Xbox gaming console called Xbox Music.","Oct 15, 2012",1350344398
"With Its New Music App, Microsoft Pulled Off Something Even Apple Couldn&#39;t Do",http://www.businessinsider.com/xbox-music-2012-10,Business Insider,"The concept is pretty straightforward. For the industry-standard $9.99 per month, you get access to unlimited streaming music on your Windows 8 PC or tablet, Xbox, and Windows Phone.","Oct 15, 2012",1350309038
Founder Tim Westergren Says Some Musicians Earn Over $2 Million A Year From ...,https://techcrunch.com/2012/10/09/how-much-do-artists-earn-on-pandora/,TechCrunch,Pandora founder Tim Westergren denied claims that musicians earn peanuts from streaming services and said today at SF MusicTech that lower royalty rates would bolster innovation.,"Oct 9, 2012",1349810579
"Pandora reveals how much it pays per artist, says it&#39;s too much",http://www.techhive.com/article/2011470/pandora-reveals-how-much-it-pays-per-artist-says-its-too-much.html,TechHive,"On Tuesday, Pandora founder Tim Westergren published some interesting numbers in a sort of confusing company blog post. According to the post, Pandora pays out a decent amount of money to thousands of artists - some of whom are well-known, such as&nbsp;...","Oct 10, 2012",1349877125
"Pandora Reveals How Much It Pays Artists, Claims Drake, Lil Wayne Rake In $3 ...",http://www.huffingtonpost.com/2012/10/10/pandora-reveals-how-much-it-pays-artists-3-million-a-year_n_1952895.html,Huffington Post,That sounds like a lot until you realize that Pandora generated $100 million in the second-quarter alone. My music industry sources have said for a long time that the majors and indie labels have complained for a long time that Pandora doesn&#39;t generate ...,"Oct 10, 2012",1349879638
Pandora Security Vulnerability Puts Some User Passwords At Risk,https://techcrunch.com/2012/09/21/pandora-security-vulnerability-puts-some-user-passwords-at-risk/,TechCrunch,"There are reports circulating related to the security of users&#39; Pandora passwords. It&#39;s not a password leak or an attack, however, but there&#39;s concern that passwords aren&#39;t being well secured on users&#39; computers.","Sep 21, 2012",1348247027
Dive Into Mobile: State Department&#39;s Cheryl Mills and Pandora&#39;s Joe Kennedy ...,http://allthingsd.com/20121012/dive-into-mobile-state-depts-cheryl-mills-and-pandoras-joe-kennedy-added-as-speakers/,All Things Digital,"To round out the onstage roster for our upcoming D: Dive Into Mobile conference, we have added two new speakers: Cheryl Mills, chief of staff to Secretary of State Hilary Clinton, and Pandora CEO Joe Kennedy. ... She will appear with a former colleague ...","Oct 12, 2012",1350051645
Ness Dining Guide Now Served With iPhone 5 Support And More,http://appadvice.com/appnn/2012/09/ness-dining-guide-now-served-with-iphone-5-support-and-more,AppAdvice,"Think of Ness as Pandora for food. As mentioned, Ness has been updated to take advantage of the added real estate in the latest-generation iPhone.","Sep 21, 2012",1348218412
Education Nation: Rural Arkansas Town Rethinks High School,http://www.cnbc.com/id/49148792,CNBC.com,A group of students in a high school gym hovers over a remote controlled robot while it shoots basketballs from the free throw line with better precision than Dwight Howard.,"Sep 24, 2012",1348498929
Pandora Users: An Explanation Of The Radio Law You&#39;re Asked To Support,https://techcrunch.com/2012/09/22/pandora-internet-radio-fairness-act/,TechCrunch,"Like Google and Wikipedia blacking out their websites in opposition to the Stop Online Piracy Act, Pandora has a captive audience of 150+ million users to broadcast their campaign, once again revealing how web giants can transform into powerful media&nbsp;...","Sep 22, 2012",1348333892
Out of Pandora&#39;s Box: Taser Nation,http://www.huffingtonpost.com/cheryl-mendelson/out-of-pandoras-box-taser_b_1878559.html,Huffington Post,"When Tasers make the news, it&#39;s usually in a report about police brutality or someone&#39;s death after being Tased, and these are important stories about the chief evils of Tasers.","Sep 19, 2012",1348074048
4 Mobile Advertising Stocks That Can Benefit From A $12 Billion US Market By 2016,http://seekingalpha.com/article/888051-4-mobile-advertising-stocks-that-can-benefit-from-a-12-billion-u-s-market-by-2016,Seeking Alpha,"According to eMarketer, &quot;On a net basis, Pandora Media has emerged as one of the strongest U.S. mobile display-ad sellers, and its share of the total U.S.","Sep 25, 2012",1348598108
Apple iPod nano review (2012),http://www.theverge.com/2012/10/10/3481926/apple-ipod-nano-review-2012,The Verge,"That&#39;s what makes the new nano feel like such an anachronism: streaming services like Spotify and Rdio and Pandora are clearly the future, and the idea of downloading MP3s and then copying them to another device from a local hard drive feels clunky and&nbsp;...","Oct 10, 2012",1349886710
Pandora now works on 600 different consumer devices,https://gigaom.com/2012/09/24/pandora-now-works-on-600-different-consumer-devices/,GigaOM,"Pandora&#39;s (s p) streaming music service now works on 600 consumer electronics devices, according to CEO Joe Kennedy, who spoke at the Goldman Sachs Communacopia conference held earlier this month.","Sep 24, 2012",1348530274
5 Ways to Hit Earnings Trade Home Runs,http://investorplace.com/2012/09/5-ways-to-hit-earnings-trade-home-runs/,Investorplace.com,"I&#39;ll show you a few of my tricks by sharing with you how I went about finding my last Stone-Cold Lock of the Week, Pandora Media (NYSE:P). In hindsight, buying a call ..... Why Amazon.com, Inc. (AMZN) Stock Holders Should Fear Amazon Go &middot; S&amp;P 500 Keeps&nbsp;...","Sep 17, 2012",1347883793
Schaeffler cuts Continental AG stake to lower debt,http://www.reuters.com/article/us-continental-schaeffler-idUSBRE88N0OS20120924,Reuters,"The logo of Schaeffler Group the world&#39;s second largest ball-bearing maker and INA a brand of the company is pictured outside the headquarters in Herzogenaurach July 16, 2008.","Sep 24, 2012",1348504876
"Sizzling Details on Light Club, the Cirque du Soleil Nightclub Coming to ...",http://vegas.eater.com/2012/9/27/6541065/sizzling-details-on-light-club-the-cirque-du-soleil-nightclub-coming,Eater National,A levitating DJ booth and Cirque du Soleil performers dangling in front of clouds of smoke are highlights of a multi-tier re-invention of a standard nightclub experience going on at Mandalay Bay.,"Sep 27, 2012",1348776345
TEXT-S&amp;P summary: Codere SA,http://www.reuters.com/article/idUSWLA433620121005,Reuters,The rating on Spain-based gaming company Codere S.A. reflects Standard &amp; Poor&#39;s Ratings Services&#39; view of its &quot;highly leveraged&quot; financial risk profile and &quot;weak&quot; business risk profile.,"Oct 5, 2012",1349429625
Pandora Sues ASCAP Over Licensing Fees,http://www.law360.com/articles/391997/pandora-sues-ascap-over-licensing-fees,Law360 (subscription),"Law360, New York (November 6, 2012, 5:02 PM EST) -- Pandora Media Inc. on Monday sued the American Society of Composers, Authors and Publishers, a group that collects royalties for its members, in a bid to lower licensing fees the Internet radio ...","Nov 6, 2012",1352239608
"Rihanna, Billy Joel and More at Odds With Pandora Over Compensation",http://www.rollingstone.com/music/news/rihanna-billy-joel-and-more-at-odds-with-pandora-over-compensation-20121114,RollingStone.com,"Billy Joel, Rihanna and Missy Elliott are among 125 musicians who have signed an open letter opposing Pandora Media Inc.&#39;s attempts to change the way artists are compensated, Reuters reports.","Nov 14, 2012",1352927829
"Billy Joel, Rihanna fight Pandora over compensation",http://www.reuters.com/article/entertainment-us-pandora-musicians-idUSBRE8AD1I020121114,Reuters,"Some of music&#39;s most notable names including Billy Joel, Rihanna and Missy Elliott have signed an open letter to Pandora Media Inc opposing the online music company&#39;s push to change how artists are compensated. Pandora is currently lobbying&nbsp;...","Nov 14, 2012",1352929500
"Rihanna, Katy Perry, Maroon 5 and More Fight Pandora Over &#39;Internet Radio ...",http://www.aceshowbiz.com/news/view/00055508.html,AceShowbiz,"In the artists-signed letter titled &quot;A Musicians&#39; Perspective On Pandora&quot;, musicians such as Billy Joel, Missy Elliott, Ludacris and Pink Floyd criticized Pandora Media Inc. for seeking to cut royalty payments of artists when his or her songs are ...","Nov 15, 2012",1352947228
Pioneer Provides Access to a World of Technology and Media Sources with New ...,http://www.businesswire.com/news/home/20121030005769/en/Pioneer-Access-World-Technology-Media-Sources-Single,Business Wire (press release),LAS VEGAS--(BUSINESS WIRE)--SEMA BOOTH #11761 - Pioneer Electronics (USA) Inc. today completed its line of feature-rich 2013 single CD receivers with the release of five new models.,"Oct 30, 2012",1351602450
"How Pandora, Alibris slashed their data-center power needs",https://www.greenbiz.com/blog/2012/11/14/pandora-alibris-data-center-energy,GreenBiz.com (blog),"It&#39;s no secret that data centers consume large amounts of energy. Between powering and cooling all the equipment found in a data center, including servers, networking gear, and storage, a lot of electricity and money goes into maintaining our digital ...","Nov 14, 2012",1352910600
"Pandora, music labels gird for Web-radio battle",https://www.cnet.com/news/pandora-music-labels-gird-for-web-radio-battle/,CNET,"WASHINGTON, D.C. -- Pandora and the major record labels were busy this week drawing up battle plans and forming alliances in preparation for a coming Capitol Hill fight over the royalty rates Webcasters are required to pay for music.","Oct 26, 2012",1351270007
Apple&#39;s plan for online radio challenges Pandora&#39;s reign,http://upstart.bizjournals.com/companies/media/2012/10/26/apple-online-radio-makes-pandora-nervous.html?page=all,Upstart (blog),"To challenge Pandora, Apple is seeking licensing pacts with labels that allow more flexibility about what listeners hear. Pandora, the Internet radio leader, relies on a compulsory license that limits how often users can skip tracks and how many times ...","Oct 26, 2012",1351269000
